year,week,usage,tmmx,pr,vpd,pet,tmmx_lag1,tmmx_lag2,tmmx_lag3,tmmx_lag4,pr_lag1,pr_lag2,pr_lag3,pr_lag4,vpd_lag1,vpd_lag2,vpd_lag3,vpd_lag4,pet_lag1,pet_lag2,pet_lag3,pet_lag4
2001,5,43.870000000000005,277.29285714285714,0.0833333333333333,0.2609523778571428,1.2380952761904762,278.3380952380952,275.22380952380956,282.50714285714287,282.7547619047619,0.5880952428571429,1.4190476476190474,0.0,0.0,0.2923809457142857,0.23333332866666665,0.6061904661904762,0.5588095154761905,1.1571428795238097,0.9738095433333332,1.9547619357142854,1.8214285809523811
2001,6,46.522,277.8285714285715,1.1857142952380952,0.26499999588095235,1.2571428761904762,277.29285714285714,278.3380952380952,275.22380952380956,282.50714285714287,0.0833333333333333,0.5880952428571429,1.4190476476190474,0.0,0.2609523778571428,0.2923809457142857,0.23333332866666665,0.6061904661904762,1.2380952761904762,1.1571428795238097,0.9738095433333332,1.9547619357142854
2001,7,40.44,279.4285714285714,1.4952381095238099,0.3228571389047619,1.4785714499999998,277.8285714285715,277.29285714285714,278.3380952380952,275.22380952380956,1.1857142952380952,0.0833333333333333,0.5880952428571429,1.4190476476190474,0.26499999588095235,0.2609523778571428,0.2923809457142857,0.23333332866666665,1.2571428761904762,1.2380952761904762,1.1571428795238097,0.9738095433333332
2001,8,54.076,282.6142857142857,0.0,0.42142856619047614,1.8452381261904762,279.4285714285714,277.8285714285715,277.29285714285714,278.3380952380952,1.4952381095238099,1.1857142952380952,0.0833333333333333,0.5880952428571429,0.3228571389047619,0.26499999588095235,0.2609523778571428,0.2923809457142857,1.4785714499999998,1.2571428761904762,1.2380952761904762,1.1571428795238097
2001,9,45.18,279.22142857142853,0.2666666666666666,0.2888095151904762,1.5047619285714287,282.6142857142857,279.4285714285714,277.8285714285715,277.29285714285714,0.0,1.4952381095238099,1.1857142952380952,0.0833333333333333,0.42142856619047614,0.3228571389047619,0.26499999588095235,0.2609523778571428,1.8452381261904762,1.4785714499999998,1.2571428761904762,1.2380952761904762
2001,10,49.75,283.5904761904762,2.0119047619047623,0.4445238021190476,2.0190476461904763,279.22142857142853,282.6142857142857,279.4285714285714,277.8285714285715,0.2666666666666666,0.0,1.4952381095238099,1.1857142952380952,0.2888095151904762,0.42142856619047614,0.3228571389047619,0.26499999588095235,1.5047619285714287,1.8452381261904762,1.4785714499999998,1.2571428761904762
2001,11,42.410000000000004,279.3833333333333,0.9523809766666668,0.30857142228571427,1.9309524023809523,283.5904761904762,279.22142857142853,282.6142857142857,279.4285714285714,2.0119047619047623,0.2666666666666666,0.0,1.4952381095238099,0.4445238021190476,0.2888095151904762,0.42142856619047614,0.3228571389047619,2.0190476461904763,1.5047619285714287,1.8452381261904762,1.4785714499999998
2001,12,47.4,286.62857142857143,0.6238095271428571,0.5261904673809524,2.6928571595238098,279.3833333333333,283.5904761904762,279.22142857142853,282.6142857142857,0.9523809766666668,2.0119047619047623,0.2666666666666666,0.0,0.30857142228571427,0.4445238021190476,0.2888095151904762,0.42142856619047614,1.9309524023809523,2.0190476461904763,1.5047619285714287,1.8452381261904762
2001,13,47.1,284.1261904761905,1.9761904880952381,0.44238094380952386,2.5047619285714284,286.62857142857143,279.3833333333333,283.5904761904762,279.22142857142853,0.6238095271428571,0.9523809766666668,2.0119047619047623,0.2666666666666666,0.5261904673809524,0.30857142228571427,0.4445238021190476,0.2888095151904762,2.6928571595238098,1.9309524023809523,2.0190476461904763,1.5047619285714287
2001,14,48.099,290.46666666666664,0.08809523809523806,0.8571428452380953,4.009523859523809,284.1261904761905,286.62857142857143,279.3833333333333,283.5904761904762,1.9761904880952381,0.6238095271428571,0.9523809766666668,2.0119047619047623,0.44238094380952386,0.5261904673809524,0.30857142228571427,0.4445238021190476,2.5047619285714284,2.6928571595238098,1.9309524023809523,2.0190476461904763
2001,15,46.282,284.1452380952381,4.709523840476191,0.47761904111904757,2.7809523904761906,290.46666666666664,284.1261904761905,286.62857142857143,279.3833333333333,0.08809523809523806,1.9761904880952381,0.6238095271428571,0.9523809766666668,0.8571428452380953,0.44238094380952386,0.5261904673809524,0.30857142228571427,4.009523859523809,2.5047619285714284,2.6928571595238098,1.9309524023809523
2001,16,55.9,289.2,2.961904816666666,0.7838095104761904,3.988095283333333,284.1452380952381,290.46666666666664,284.1261904761905,286.62857142857143,4.709523840476191,0.08809523809523806,1.9761904880952381,0.6238095271428571,0.47761904111904757,0.8571428452380953,0.44238094380952386,0.5261904673809524,2.7809523904761906,4.009523859523809,2.5047619285714284,2.6928571595238098
2001,17,59.06,291.96190476190475,0.2523809523809523,0.9442856895238095,4.297619064285715,289.2,284.1452380952381,290.46666666666664,284.1261904761905,2.961904816666666,4.709523840476191,0.08809523809523806,1.9761904880952381,0.7838095104761904,0.47761904111904757,0.8571428452380953,0.44238094380952386,3.988095283333333,2.7809523904761906,4.009523859523809,2.5047619285714284
2001,18,57.552,286.05,9.092857324761905,0.5107142800238095,3.0476190961904766,291.96190476190475,289.2,284.1452380952381,290.46666666666664,0.2523809523809523,2.961904816666666,4.709523840476191,0.08809523809523806,0.9442856895238095,0.7838095104761904,0.47761904111904757,0.8571428452380953,4.297619064285715,3.988095283333333,2.7809523904761906,4.009523859523809
2001,19,81.247,295.19523809523815,0.0,1.145952357857143,5.116666740476191,286.05,291.96190476190475,289.2,284.1452380952381,9.092857324761905,0.2523809523809523,2.961904816666666,4.709523840476191,0.5107142800238095,0.9442856895238095,0.7838095104761904,0.47761904111904757,3.0476190961904766,4.297619064285715,3.988095283333333,2.7809523904761906
2001,20,86.52,295.43333333333334,1.7285714428571428,1.0319047466666667,4.804761954761905,295.19523809523815,286.05,291.96190476190475,289.2,0.0,9.092857324761905,0.2523809523809523,2.961904816666666,1.145952357857143,0.5107142800238095,0.9442856895238095,0.7838095104761904,5.116666740476191,3.0476190961904766,4.297619064285715,3.988095283333333
2001,21,94.496,293.7904761904762,0.8714285857142857,1.0040476004761905,5.102380997619048,295.43333333333334,295.19523809523815,286.05,291.96190476190475,1.7285714428571428,0.0,9.092857324761905,0.2523809523809523,1.0319047466666667,1.145952357857143,0.5107142800238095,0.9442856895238095,4.804761954761905,5.116666740476191,3.0476190961904766,4.297619064285715
2001,22,96.417,297.57619047619045,1.319047631904762,1.2252380804761904,5.402381002380952,293.7904761904762,295.43333333333334,295.19523809523815,286.05,0.8714285857142857,1.7285714428571428,0.0,9.092857324761905,1.0040476004761905,1.0319047466666667,1.145952357857143,0.5107142800238095,5.102380997619048,4.804761954761905,5.116666740476191,3.0476190961904766
2001,23,115.0,299.91190476190474,0.6166666704761906,1.4780952147619046,5.747619126190478,297.57619047619045,293.7904761904762,295.43333333333334,295.19523809523815,1.319047631904762,0.8714285857142857,1.7285714428571428,0.0,1.2252380804761904,1.0040476004761905,1.0319047466666667,1.145952357857143,5.402381002380952,5.102380997619048,4.804761954761905,5.116666740476191
2001,24,120.58,298.2357142857142,1.8047619557142858,1.6478571240476194,6.385714328571428,299.91190476190474,297.57619047619045,293.7904761904762,295.43333333333334,0.6166666704761906,1.319047631904762,0.8714285857142857,1.7285714428571428,1.4780952147619046,1.2252380804761904,1.0040476004761905,1.0319047466666667,5.747619126190478,5.402381002380952,5.102380997619048,4.804761954761905
2001,25,153.85999999999999,301.0261904761905,0.3571428619047619,1.6588094926190475,6.200000064285715,298.2357142857142,299.91190476190474,297.57619047619045,293.7904761904762,1.8047619557142858,0.6166666704761906,1.319047631904762,0.8714285857142857,1.6478571240476194,1.4780952147619046,1.2252380804761904,1.0040476004761905,6.385714328571428,5.747619126190478,5.402381002380952,5.102380997619048
2001,26,152.23000000000002,304.45714285714286,0.8666666666666666,2.1757142547619046,6.485714349999999,301.0261904761905,298.2357142857142,299.91190476190474,297.57619047619045,0.3571428619047619,1.8047619557142858,0.6166666704761906,1.319047631904762,1.6588094926190475,1.6478571240476194,1.4780952147619046,1.2252380804761904,6.200000064285715,6.385714328571428,5.747619126190478,5.402381002380952
2001,27,178.669,306.24285714285713,2.269047646190476,2.274999969047619,6.671428635714285,304.45714285714286,301.0261904761905,298.2357142857142,299.91190476190474,0.8666666666666666,0.3571428619047619,1.8047619557142858,0.6166666704761906,2.1757142547619046,1.6588094926190475,1.6478571240476194,1.4780952147619046,6.485714349999999,6.200000064285715,6.385714328571428,5.747619126190478
2001,28,111.934,301.602380952381,4.847619105714286,1.3804761666666667,5.338095302380952,306.24285714285713,304.45714285714286,301.0261904761905,298.2357142857142,2.269047646190476,0.8666666666666666,0.3571428619047619,1.8047619557142858,2.274999969047619,2.1757142547619046,1.6588094926190475,1.6478571240476194,6.671428635714285,6.485714349999999,6.200000064285715,6.385714328571428
2001,29,156.762,303.35714285714283,0.052380952380952334,1.985238069047619,6.140476233333334,301.602380952381,306.24285714285713,304.45714285714286,301.0261904761905,4.847619105714286,2.269047646190476,0.8666666666666666,0.3571428619047619,1.3804761666666667,2.274999969047619,2.1757142547619046,1.6588094926190475,5.338095302380952,6.671428635714285,6.485714349999999,6.200000064285715
2001,30,153.457,302.9761904761904,1.3238095366666667,1.7299999785714286,5.926190526190477,303.35714285714283,301.602380952381,306.24285714285713,304.45714285714286,0.052380952380952334,4.847619105714286,2.269047646190476,0.8666666666666666,1.985238069047619,1.3804761666666667,2.274999969047619,2.1757142547619046,6.140476233333334,5.338095302380952,6.671428635714285,6.485714349999999
2001,31,155.543,303.8761904761905,1.7880952523809526,1.8980952119047618,6.028571457142857,302.9761904761904,303.35714285714283,301.602380952381,306.24285714285713,1.3238095366666667,0.052380952380952334,4.847619105714286,2.269047646190476,1.7299999785714286,1.985238069047619,1.3804761666666667,2.274999969047619,5.926190526190477,6.140476233333334,5.338095302380952,6.671428635714285
2001,32,133.686,300.3404761904762,5.285714292857143,1.2680952085714285,4.685714338095238,303.8761904761905,302.9761904761904,303.35714285714283,301.602380952381,1.7880952523809526,1.3238095366666667,0.052380952380952334,4.847619105714286,1.8980952119047618,1.7299999785714286,1.985238069047619,1.3804761666666667,6.028571457142857,5.926190526190477,6.140476233333334,5.338095302380952
2001,33,104.382,300.152380952381,1.5142857271428571,1.451190450952381,5.080952442857143,300.3404761904762,303.8761904761905,302.9761904761904,303.35714285714283,5.285714292857143,1.7880952523809526,1.3238095366666667,0.052380952380952334,1.2680952085714285,1.8980952119047618,1.7299999785714286,1.985238069047619,4.685714338095238,6.028571457142857,5.926190526190477,6.140476233333334
2001,34,132.3,301.0904761904762,0.973809530952381,1.690238069047619,5.157142914285714,300.152380952381,300.3404761904762,303.8761904761905,302.9761904761904,1.5142857271428571,5.285714292857143,1.7880952523809526,1.3238095366666667,1.451190450952381,1.2680952085714285,1.8980952119047618,1.7299999785714286,5.080952442857143,4.685714338095238,6.028571457142857,5.926190526190477
2001,35,142.18099999999998,302.12142857142857,0.06666666666666664,1.8523809285714286,5.40000005,301.0904761904762,300.152380952381,300.3404761904762,303.8761904761905,0.973809530952381,1.5142857271428571,5.285714292857143,1.7880952523809526,1.690238069047619,1.451190450952381,1.2680952085714285,1.8980952119047618,5.157142914285714,5.080952442857143,4.685714338095238,6.028571457142857
2001,36,123.732,296.7880952380952,3.8547619333333327,1.371190450952381,4.585714328571429,302.12142857142857,301.0904761904762,300.152380952381,300.3404761904762,0.06666666666666664,0.973809530952381,1.5142857271428571,5.285714292857143,1.8523809285714286,1.690238069047619,1.451190450952381,1.2680952085714285,5.40000005,5.157142914285714,5.080952442857143,4.685714338095238
2001,37,112.365,299.0238095238095,1.3857142904761905,1.4171428333333334,4.333333371428571,296.7880952380952,302.12142857142857,301.0904761904762,300.152380952381,3.8547619333333327,0.06666666666666664,0.973809530952381,1.5142857271428571,1.371190450952381,1.8523809285714286,1.690238069047619,1.451190450952381,4.585714328571429,5.40000005,5.157142914285714,5.080952442857143
2001,38,98.429,297.01190476190476,0.47857143095238097,1.2583333057142858,3.9928571857142856,299.0238095238095,296.7880952380952,302.12142857142857,301.0904761904762,1.3857142904761905,3.8547619333333327,0.06666666666666664,0.973809530952381,1.4171428333333334,1.371190450952381,1.8523809285714286,1.690238069047619,4.333333371428571,4.585714328571429,5.40000005,5.157142914285714
2001,39,120.33,299.89285714285717,0.0,1.6899999666666667,4.254761945238095,297.01190476190476,299.0238095238095,296.7880952380952,302.12142857142857,0.47857143095238097,1.3857142904761905,3.8547619333333327,0.06666666666666664,1.2583333057142858,1.4171428333333334,1.371190450952381,1.8523809285714286,3.9928571857142856,4.333333371428571,4.585714328571429,5.40000005
2001,40,95.075,293.59761904761905,0.3785714328571428,1.094285690952381,3.2500000285714292,299.89285714285717,297.01190476190476,299.0238095238095,296.7880952380952,0.0,0.47857143095238097,1.3857142904761905,3.8547619333333327,1.6899999666666667,1.2583333057142858,1.4171428333333334,1.371190450952381,4.254761945238095,3.9928571857142856,4.333333371428571,4.585714328571429
2001,41,80.71000000000001,288.20714285714286,0.43571429142857143,0.7273809409523809,2.7833333547619046,293.59761904761905,299.89285714285717,297.01190476190476,299.0238095238095,0.3785714328571428,0.0,0.47857143095238097,1.3857142904761905,1.094285690952381,1.6899999666666667,1.2583333057142858,1.4171428333333334,3.2500000285714292,4.254761945238095,3.9928571857142856,4.333333371428571
2001,42,73.78,291.5309523809524,0.1595238095238095,1.0657142633333334,3.0738095523809528,288.20714285714286,293.59761904761905,299.89285714285717,297.01190476190476,0.43571429142857143,0.3785714328571428,0.0,0.47857143095238097,0.7273809409523809,1.094285690952381,1.6899999666666667,1.2583333057142858,2.7833333547619046,3.2500000285714292,4.254761945238095,3.9928571857142856
2001,43,64.964,288.81190476190477,0.0,0.8773809338095236,2.895238119047619,291.5309523809524,288.20714285714286,293.59761904761905,299.89285714285717,0.1595238095238095,0.43571429142857143,0.3785714328571428,0.0,1.0657142633333334,0.7273809409523809,1.094285690952381,1.6899999666666667,3.0738095523809528,2.7833333547619046,3.2500000285714292,4.254761945238095
2001,44,59.595,291.7761904761905,0.0,0.9821428369047619,2.6500000333333333,288.81190476190477,291.5309523809524,288.20714285714286,293.59761904761905,0.0,0.1595238095238095,0.43571429142857143,0.3785714328571428,0.8773809338095236,1.0657142633333334,0.7273809409523809,1.094285690952381,2.895238119047619,3.0738095523809528,2.7833333547619046,3.2500000285714292
