Date,Total Diverted Raw + Seasonal AF
"August 29, 2013",20.13
"August 30, 2013",18.95
"August 31, 2013",19.18
"September 1, 2013",13.17
"September 2, 2013",18.24
"September 3, 2013",20.16
"September 4, 2013",16.27
"September 5, 2013",18.2
"September 6, 2013",19.31
"September 7, 2013",19.12
"September 8, 2013",19.23
"September 9, 2013",14.88
"September 10, 2013",7.54
"September 11, 2013",6.21
"September 12, 2013",6.29
"September 13, 2013",0
"September 14, 2013",12.18
"September 15, 2013",4.82
"September 16, 2013",6.22
"September 17, 2013",6.78
"September 18, 2013",11.34
"September 19, 2013",11.22
"September 20, 2013",11.15
"September 21, 2013",11.2
"September 22, 2013",10.72
"September 23, 2013",7.86
"September 24, 2013",7.39
"September 25, 2013",10.09
"September 26, 2013",10.33
"September 27, 2013",6.98
"September 28, 2013",13.82
"September 29, 2013",10.66
"September 30, 2013",9.06
"October 1, 2013",7.78
"October 2, 2013",9.39
"October 3, 2013",10.18
"October 4, 2013",6.47
"October 5, 2013",3.73
"October 6, 2013",3.23
"October 7, 2013",5.63
"October 8, 2013",9.67
"October 9, 2013",10.63
"October 10, 2013",7.82
"October 11, 2013",4.97
"October 12, 2013",7.59
"October 13, 2013",7.83
"October 14, 2013",6.54
"October 15, 2013",6.41
"October 16, 2013",7.87
"October 17, 2013",7.13
"October 18, 2013",6.32
"October 19, 2013",5.55
"October 20, 2013",4.56
"October 21, 2013",5.03
"October 22, 2013",5.56
"October 23, 2013",5.27
"October 24, 2013",6.97
"October 25, 2013",7.5
"October 26, 2013",6.38
"October 27, 2013",7.44
"October 28, 2013",5.48
"October 29, 2013",4.15
"October 30, 2013",4.92
"October 31, 2013",7.31
"November 1, 2013",7.09
"November 2, 2013",8.79
"November 3, 2013",6.77
"November 4, 2013",5.12
"November 5, 2013",5.57
"November 6, 2013",5.17
"November 7, 2013",4.79
"November 8, 2013",5.63
"November 9, 2013",5.16
"November 10, 2013",5.65
"November 11, 2013",4.65
"November 12, 2013",5.28
"November 13, 2013",6.41
"November 14, 2013",5.46
"November 15, 2013",5.64
"November 16, 2013",5.65
"November 17, 2013",4.95
"November 18, 2013",5.73
"November 19, 2013",5.49
"November 20, 2013",6.5
"November 21, 2013",5.7
"November 22, 2013",5.36
"November 23, 2013",5.33
"November 24, 2013",3.71
"November 25, 2013",2.75
"November 26, 2013",5.9
"November 27, 2013",5.45
"November 28, 2013",6.24
"November 29, 2013",5.43
"November 30, 2013",5.33
"December 1, 2013",3.63
"December 2, 2013",3.7
"December 3, 2013",4.88
"December 4, 2013",6.63
"December 5, 2013",6.06
"December 6, 2013",4.98
"December 7, 2013",5.81
"December 8, 2013",5.62
"December 9, 2013",5.2
"December 10, 2013",5.81
"December 11, 2013",5.74
"December 12, 2013",6.35
"December 13, 2013",7.87
"December 14, 2013",6.68
"December 15, 2013",5.52
"December 16, 2013",5.75
"December 17, 2013",4.93
"December 18, 2013",5.02
"December 19, 2013",5.9
"December 20, 2013",6.3
"December 21, 2013",5.43
"December 22, 2013",4.95
"December 23, 2013",4.5
"December 24, 2013",5.13
"December 25, 2013",4.96
"December 26, 2013",5.04
"December 27, 2013",4.85
"December 28, 2013",5.12
"December 29, 2013",4.02
"December 30, 2013",5.56
"December 31, 2013",4.7
"January 1, 2014",5.15
"January 2, 2014",4.65
"January 3, 2014",4.89
"January 4, 2014",4.98
"January 5, 2014",7.32
"January 6, 2014",10.67
"January 7, 2014",7.54
"January 8, 2014",8.67
"January 9, 2014",6.07
"January 10, 2014",5.89
"January 11, 2014",6.85
"January 12, 2014",7.02
"January 13, 2014",3.05
"January 14, 2014",5.03
"January 15, 2014",5
"January 16, 2014",5.66
"January 17, 2014",5.24
"January 18, 2014",5.36
"January 19, 2014",5.48
"January 20, 2014",6.02
"January 21, 2014",5.31
"January 22, 2014",5.32
"January 23, 2014",5.26
"January 24, 2014",4.75
"January 25, 2014",5.61
"January 26, 2014",6.06
"January 27, 2014",4.78
"January 28, 2014",5.64
"January 29, 2014",5.7
"January 30, 2014",5.8
"January 31, 2014",5.79
"February 1, 2014",5
"February 2, 2014",4.98
"February 3, 2014",4.77
"February 4, 2014",4.5
"February 5, 2014",5.3
"February 6, 2014",6.17
"February 7, 2014",5.38
"February 8, 2014",5.41
"February 9, 2014",5.31
"February 10, 2014",6.24
"February 11, 2014",5.28
"February 12, 2014",5.19
"February 13, 2014",5.34
"February 14, 2014",1.99
"February 15, 2014",7.65
"February 16, 2014",7.6
"February 17, 2014",4.75
"February 18, 2014",5.36
"February 19, 2014",4.95
"February 20, 2014",5.22
"February 21, 2014",5.14
"February 22, 2014",5.27
"February 23, 2014",5.04
"February 24, 2014",4.93
"February 25, 2014",4.56
"February 26, 2014",5.33
"February 27, 2014",5.98
"February 28, 2014",5.96
"March 1, 2014",4.8
"March 2, 2014",4.98
"March 3, 2014",5.67
"March 4, 2014",6.27
"March 5, 2014",5.49
"March 6, 2014",5.79
"March 7, 2014",4.14
"March 8, 2014",5
"March 9, 2014",4.53
"March 10, 2014",4.9
"March 11, 2014",4.85
"March 12, 2014",4.99
"March 13, 2014",2.62
"March 14, 2014",5.31
"March 15, 2014",5.14
"March 16, 2014",5.13
"March 17, 2014",4.77
"March 18, 2014",5.46
"March 19, 2014",5.52
"March 20, 2014",6.22
"March 21, 2014",4.65
"March 22, 2014",4.63
"March 23, 2014",5.81
"March 24, 2014",2.93
"March 25, 2014",6.29
"March 26, 2014",10.29
"March 27, 2014",1.26
"March 28, 2014",4.83
"March 29, 2014",8.2
"March 30, 2014",6.69
"March 31, 2014",2.84
"April 1, 2014",5.85
"April 2, 2014",6.42
"April 3, 2014",1.59
"April 4, 2014",5.43
"April 5, 2014",6.4
"April 6, 2014",5.19
"April 7, 2014",4.69
"April 8, 2014",5.44
"April 9, 2014",6.54
"April 10, 2014",6.57
"April 11, 2014",6.45
"April 12, 2014",5.43
"April 13, 2014",5.43
"April 14, 2014",4.99
"April 15, 2014",5.83
"April 16, 2014",6.12
"April 17, 2014",5.75
"April 18, 2014",5.67
"April 19, 2014",6.67
"April 20, 2014",6.32
"April 21, 2014",6.72
"April 22, 2014",7.36
"April 23, 2014",9.66
"April 24, 2014",9.41
"April 25, 2014",6.13
"April 26, 2014",9.62
"April 27, 2014",9.68
"April 28, 2014",5.74
"April 29, 2014",6.9
"April 30, 2014",6.72
"May 1, 2014",7.57
"May 2, 2014",11.84
"May 3, 2014",11.2
"May 4, 2014",10.46
"May 5, 2014",11.41
"May 6, 2014",11.56
"May 7, 2014",11.52
"May 8, 2014",7.72
"May 9, 2014",5.58
"May 10, 2014",6.28
"May 11, 2014",5.99
"May 12, 2014",6.26
"May 13, 2014",5.77
"May 14, 2014",4.13
"May 15, 2014",5.43
"May 16, 2014",7.08
"May 17, 2014",7.91
"May 18, 2014",9.83
"May 19, 2014",9.52
"May 20, 2014",10.23
"May 21, 2014",10.37
"May 22, 2014",6.73
"May 23, 2014",6.73
"May 24, 2014",5.73
"May 25, 2014",5.1
"May 26, 2014",6.32
"May 27, 2014",7.46
"May 28, 2014",8.17
"May 29, 2014",11.01
"May 30, 2014",9.01
"May 31, 2014",8.58
"June 1, 2014",6.32
"June 2, 2014",9.81
"June 3, 2014",17.74
"June 4, 2014",12.05
"June 5, 2014",11.4
"June 6, 2014",11.7
"June 7, 2014",9.91
"June 8, 2014",10.95
"June 9, 2014",8.56
"June 10, 2014",6.89
"June 11, 2014",8.07
"June 12, 2014",8.23
"June 13, 2014",9.11
"June 14, 2014",14.45
"June 15, 2014",10.3
"June 16, 2014",12.41
"June 17, 2014",15.21
"June 18, 2014",14.3
"June 19, 2014",12.17
"June 20, 2014",12.23
"June 21, 2014",14.78
"June 22, 2014",15.5
"June 23, 2014",11.15
"June 24, 2014",11.16
"June 25, 2014",15.03
"June 26, 2014",15.28
"June 27, 2014",14.61
"June 28, 2014",15.21
"June 29, 2014",14.74
"June 30, 2014",17.2
"July 1, 2014",16.89
"July 2, 2014",11.49
"July 3, 2014",17.7
"July 4, 2014",17.89
"July 5, 2014",14.39
"July 6, 2014",13.6
"July 7, 2014",17.2
"July 8, 2014",12.44
"July 9, 2014",11.79
"July 10, 2014",10.79
"July 11, 2014",18.03
"July 12, 2014",12.84
"July 13, 2014",11.04
"July 14, 2014",12.96
"July 15, 2014",16.19
"July 16, 2014",11.26
"July 17, 2014",8.02
"July 18, 2014",11
"July 19, 2014",14.14
"July 20, 2014",16.43
"July 21, 2014",15.87
"July 22, 2014",16.48
"July 23, 2014",16.87
"July 24, 2014",15.96
"July 25, 2014",15.22
"July 26, 2014",12.92
"July 27, 2014",14.1
"July 28, 2014",13.04
"July 29, 2014",14.87
"July 30, 2014",6.14
"July 31, 2014",4.69
"August 1, 2014",7.24
"August 2, 2014",8.32
"August 3, 2014",10.25
"August 4, 2014",11.21
"August 5, 2014",13.18
"August 6, 2014",12.81
"August 7, 2014",12.37
"August 8, 2014",12.51
"August 9, 2014",11.01
"August 10, 2014",10.5
"August 11, 2014",14.37
"August 12, 2014",12.07
"August 13, 2014",12.47
"August 14, 2014",11.91
"August 15, 2014",11.11
"August 16, 2014",10.44
"August 17, 2014",11.37
"August 18, 2014",13.16
"August 19, 2014",14.1
"August 20, 2014",13.13
"August 21, 2014",9.54
"August 22, 2014",8.84
"August 23, 2014",9.87
"August 24, 2014",9.35
"August 25, 2014",9.74
"August 26, 2014",10.91
"August 27, 2014",8.7
"August 28, 2014",6.98
"August 29, 2014",6.91
"August 30, 2014",6.9
"August 31, 2014",9.72
"September 1, 2014",8.14
"September 2, 2014",10.98
"September 3, 2014",11.91
"September 4, 2014",13.89
"September 5, 2014",8.83
"September 6, 2014",6.14
"September 7, 2014",5.81
"September 8, 2014",9.97
"September 9, 2014",9.47
"September 10, 2014",7.02
"September 11, 2014",7.04
"September 12, 2014",6.01
"September 13, 2014",5.76
"September 14, 2014",5.37
"September 15, 2014",5.23
"September 16, 2014",8.05
"September 17, 2014",11.74
"September 18, 2014",15.18
"September 19, 2014",13.29
"September 20, 2014",9.38
"September 21, 2014",9.56
"September 22, 2014",7.25
"September 23, 2014",8.39
"September 24, 2014",9.69
"September 25, 2014",10.9
"September 26, 2014",11.1
"September 27, 2014",12.88
"September 28, 2014",10.61
"September 29, 2014",5.82
"September 30, 2014",4.63
"October 1, 2014",6.66
"October 2, 2014",7.1
"October 3, 2014",7.17
"October 4, 2014",5.82
"October 5, 2014",6.93
"October 6, 2014",10
"October 7, 2014",8.19
"October 8, 2014",9.79
"October 9, 2014",6.05
"October 10, 2014",5.02
"October 11, 2014",5.89
"October 12, 2014",5.16
"October 13, 2014",5.78
"October 14, 2014",5.14
"October 15, 2014",6.14
"October 16, 2014",5.42
"October 17, 2014",6.75
"October 18, 2014",5.66
"October 19, 2014",5.1
"October 20, 2014",6.14
"October 21, 2014",6.22
"October 22, 2014",8.29
"October 23, 2014",6.2
"October 24, 2014",5.55
"October 25, 2014",6.86
"October 26, 2014",7.2
"October 27, 2014",6.35
"October 28, 2014",5.51
"October 29, 2014",3.31
"October 30, 2014",8.84
"October 31, 2014",5.28
"November 1, 2014",5.74
"November 2, 2014",10.31
"November 3, 2014",4.42
"November 4, 2014",4.13
"November 5, 2014",4.43
"November 6, 2014",6.45
"November 7, 2014",5.39
"November 8, 2014",4.46
"November 9, 2014",7
"November 10, 2014",8.18
"November 11, 2014",4.24
"November 12, 2014",3.99
"November 13, 2014",4.73
"November 14, 2014",5.55
"November 15, 2014",6.79
"November 16, 2014",5.81
"November 17, 2014",5.31
"November 18, 2014",6.42
"November 19, 2014",5.87
"November 20, 2014",5.79
"November 21, 2014",7.1
"November 22, 2014",6.28
"November 23, 2014",5.39
"November 24, 2014",5.08
"November 25, 2014",5.15
"November 26, 2014",5.34
"November 27, 2014",4.27
"November 28, 2014",4.78
"November 29, 2014",3.89
"November 30, 2014",2.33
"December 1, 2014",3.68
"December 2, 2014",3.89
"December 3, 2014",6.03
"December 4, 2014",4.98
"December 5, 2014",4.31
"December 6, 2014",4.56
"December 7, 2014",4
"December 8, 2014",4.02
"December 9, 2014",4.65
"December 10, 2014",4.89
"December 11, 2014",5.24
"December 12, 2014",4.73
"December 13, 2014",4.39
"December 14, 2014",4.06
"December 15, 2014",4.1
"December 16, 2014",4.12
"December 17, 2014",5.49
"December 18, 2014",3.37
"December 19, 2014",5.03
"December 20, 2014",2.26
"December 21, 2014",5.75
"December 22, 2014",4.4
"December 23, 2014",4.5
"December 24, 2014",4.01
"December 25, 2014",4
"December 26, 2014",3.99
"December 27, 2014",1.56
"December 28, 2014",4.93
"December 29, 2014",7.42
"December 30, 2014",2.92
"December 31, 2014",4.38
"January 1, 2015",5.94
"January 2, 2015",4.59
"January 3, 2015",6.63
"January 4, 2015",6.11
"January 5, 2015",4.61
"January 6, 2015",5.95
"January 7, 2015",3.32
"January 8, 2015",5.8
"January 9, 2015",6.35
"January 10, 2015",6.51
"January 11, 2015",6.44
"January 12, 2015",6.39
"January 13, 2015",5.3
"January 14, 2015",3.52
"January 15, 2015",4.27
"January 16, 2015",6.25
"January 17, 2015",6.09
"January 18, 2015",5.85
"January 19, 2015",5.88
"January 20, 2015",5.81
"January 21, 2015",5.05
"January 22, 2015",6.24
"January 23, 2015",6.24
"January 24, 2015",6.44
"January 25, 2015",5.06
"January 26, 2015",3.13
"January 27, 2015",4.4
"January 28, 2015",5.32
"January 29, 2015",5.31
"January 30, 2015",4.59
"January 31, 2015",4.88
"February 1, 2015",4.34
"February 2, 2015",4.86
"February 3, 2015",4.4
"February 4, 2015",2.41
"February 5, 2015",5.11
"February 6, 2015",4.91
"February 7, 2015",5.17
"February 8, 2015",4.47
"February 9, 2015",4.36
"February 10, 2015",4.51
"February 11, 2015",3.83
"February 12, 2015",4.93
"February 13, 2015",4.36
"February 14, 2015",4.75
"February 15, 2015",4.64
"February 16, 2015",3.9
"February 17, 2015",3.99
"February 18, 2015",3.97
"February 19, 2015",4.91
"February 20, 2015",4.11
"February 21, 2015",4.47
"February 22, 2015",4.56
"February 23, 2015",5.3
"February 24, 2015",6.59
"February 25, 2015",4.49
"February 26, 2015",4.64
"February 27, 2015",5.67
"February 28, 2015",5.13
"March 1, 2015",5.19
"March 2, 2015",5.06
"March 3, 2015",5.77
"March 4, 2015",6.64
"March 5, 2015",6.29
"March 6, 2015",4.25
"March 7, 2015",4.78
"March 8, 2015",4.47
"March 9, 2015",5.28
"March 10, 2015",7.28
"March 11, 2015",6.69
"March 12, 2015",6.24
"March 13, 2015",4.7
"March 14, 2015",5.3
"March 15, 2015",5.13
"March 16, 2015",2.46
"March 17, 2015",4.83
"March 18, 2015",5.77
"March 19, 2015",5.06
"March 20, 2015",4.57
"March 21, 2015",4.93
"March 22, 2015",4.51
"March 23, 2015",4
"March 24, 2015",4.03
"March 25, 2015",4.67
"March 26, 2015",4.67
"March 27, 2015",4.75
"March 28, 2015",6.49
"March 29, 2015",7.61
"March 30, 2015",5.56
"March 31, 2015",7.36
"April 1, 2015",8.34
"April 2, 2015",5.43
"April 3, 2015",4.08
"April 4, 2015",4.39
"April 5, 2015",6.46
"April 6, 2015",8.15
"April 7, 2015",7.54
"April 8, 2015",7.51
"April 9, 2015",5.25
"April 10, 2015",5.18
"April 11, 2015",7.04
"April 12, 2015",7.31
"April 13, 2015",7.07
"April 14, 2015",9.18
"April 15, 2015",7.56
"April 16, 2015",4.33
"April 17, 2015",3.52
"April 18, 2015",4.88
"April 19, 2015",5.35
"April 20, 2015",5.2
"April 21, 2015",3.68
"April 22, 2015",5.48
"April 23, 2015",6.21
"April 24, 2015",6.08
"April 25, 2015",5.51
"April 26, 2015",4.91
"April 27, 2015",4.14
"April 28, 2015",4.62
"April 29, 2015",5.95
"April 30, 2015",6.15
"May 1, 2015",6.64
"May 2, 2015",5.52
"May 3, 2015",5.97
"May 4, 2015",4.82
"May 5, 2015",5.16
"May 6, 2015",4.89
"May 7, 2015",4.79
"May 8, 2015",4.84
"May 9, 2015",4.65
"May 10, 2015",5.04
"May 11, 2015",4.4
"May 12, 2015",4.3
"May 13, 2015",5.7
"May 14, 2015",5.72
"May 15, 2015",5.77
"May 16, 2015",5.86
"May 17, 2015",4.91
"May 18, 2015",5.02
"May 19, 2015",4.41
"May 20, 2015",4.25
"May 21, 2015",4.67
"May 22, 2015",5.25
"May 23, 2015",4.56
"May 24, 2015",4.78
"May 25, 2015",4.22
"May 26, 2015",4.65
"May 27, 2015",5.87
"May 28, 2015",6.41
"May 29, 2015",5.9
"May 30, 2015",5.07
"May 31, 2015",6.14
"June 1, 2015",6.7
"June 2, 2015",8.33
"June 3, 2015",8.22
"June 4, 2015",8.09
"June 5, 2015",7.5
"June 6, 2015",4.84
"June 7, 2015",5.27
"June 8, 2015",6.07
"June 9, 2015",8.38
"June 10, 2015",7.34
"June 11, 2015",5.86
"June 12, 2015",6.21
"June 13, 2015",5.27
"June 14, 2015",6.48
"June 15, 2015",7.09
"June 16, 2015",7
"June 17, 2015",7.8
"June 18, 2015",8.43
"June 19, 2015",8.98
"June 20, 2015",9.72
"June 21, 2015",11.81
"June 22, 2015",13.82
"June 23, 2015",11.42
"June 24, 2015",13.63
"June 25, 2015",10.63
"June 26, 2015",9.67
"June 27, 2015",10.25
"June 28, 2015",12.17
"June 29, 2015",12.03
"June 30, 2015",14.28
"July 1, 2015",13.97
"July 2, 2015",13.24
"July 3, 2015",12.58
"July 4, 2015",12.73
"July 5, 2015",12.17
"July 6, 2015",11.1
"July 7, 2015",5.34
"July 8, 2015",7.92
"July 9, 2015",7.66
"July 10, 2015",8.93
"July 11, 2015",8.04
"July 12, 2015",7.82
"July 13, 2015",12.11
"July 14, 2015",8.89
"July 15, 2015",8.77
"July 16, 2015",9.72
"July 17, 2015",10.51
"July 18, 2015",11.64
"July 19, 2015",10.7
"July 20, 2015",11.06
"July 21, 2015",12.56
"July 22, 2015",11.38
"July 23, 2015",11.97
"July 24, 2015",13.23
"July 25, 2015",14.16
"July 26, 2015",13.13
"July 27, 2015",14.03
"July 28, 2015",15.23
"July 29, 2015",14.97
"July 30, 2015",14.97
"July 31, 2015",13.78
"August 1, 2015",14.54
"August 2, 2015",14.19
"August 3, 2015",12.27
"August 4, 2015",14.03
"August 5, 2015",15.21
"August 6, 2015",15.99
"August 7, 2015",16.19
"August 8, 2015",13.4
"August 9, 2015",11.66
"August 10, 2015",14.51
"August 11, 2015",12.74
"August 12, 2015",14.11
"August 13, 2015",14.92
"August 14, 2015",13.06
"August 15, 2015",12.43
"August 16, 2015",14.45
"August 17, 2015",12.32
"August 18, 2015",11.04
"August 19, 2015",10.58
"August 20, 2015",14.4
"August 21, 2015",14.03
"August 22, 2015",14.12
"August 23, 2015",12.61
"August 24, 2015",12.8
"August 25, 2015",15.13
"August 26, 2015",16.11
"August 27, 2015",14.12
"August 28, 2015",12.48
"August 29, 2015",13.38
"August 30, 2015",14.73
"August 31, 2015",12.07
"September 1, 2015",13.9
"September 2, 2015",14.09
"September 3, 2015",15.34
"September 4, 2015",12.94
"September 5, 2015",12.35
"September 6, 2015",12.72
"September 7, 2015",13.43
"September 8, 2015",12.95
"September 9, 2015",13.91
"September 10, 2015",14.67
"September 11, 2015",12.82
"September 12, 2015",13.3
"September 13, 2015",13.16
"September 14, 2015",14.46
"September 15, 2015",13.29
"September 16, 2015",14.84
"September 17, 2015",13.81
"September 18, 2015",12.61
"September 19, 2015",11.86
"September 20, 2015",12.16
"September 21, 2015",14.07
"September 22, 2015",14.28
"September 23, 2015",12.66
"September 24, 2015",12.88
"September 25, 2015",13.74
"September 26, 2015",13.99
"September 27, 2015",12.61
"September 28, 2015",13.78
"September 29, 2015",10.47
"September 30, 2015",12.22
"October 1, 2015",11.2
"October 2, 2015",11.71
"October 3, 2015",10.91
"October 4, 2015",6.5
"October 5, 2015",7.74
"October 6, 2015",7.45
"October 7, 2015",7.05
"October 8, 2015",9.32
"October 9, 2015",8.59
"October 10, 2015",8.5
"October 11, 2015",10.7
"October 12, 2015",10.26
"October 13, 2015",9.98
"October 14, 2015",9.48
"October 15, 2015",10.14
"October 16, 2015",9.34
"October 17, 2015",7.93
"October 18, 2015",8.94
"October 19, 2015",8.54
"October 20, 2015",7.53
"October 21, 2015",4.36
"October 22, 2015",5.24
"October 23, 2015",4.78
"October 24, 2015",5.59
"October 25, 2015",5.12
"October 26, 2015",5.62
"October 27, 2015",6.32
"October 28, 2015",5.69
"October 29, 2015",4.99
"October 30, 2015",4.93
"October 31, 2015",4.95
"November 1, 2015",5.4
"November 2, 2015",4.9
"November 3, 2015",5.48
"November 4, 2015",4.81
"November 5, 2015",4.4
"November 6, 2015",4.92
"November 7, 2015",4.76
"November 8, 2015",4.51
"November 9, 2015",4.79
"November 10, 2015",3.52
"November 11, 2015",4.48
"November 12, 2015",5.05
"November 13, 2015",5.54
"November 14, 2015",4.7
"November 15, 2015",3.58
"November 16, 2015",3.32
"November 17, 2015",4.3
"November 18, 2015",4.21
"November 19, 2015",4.92
"November 20, 2015",6.31
"November 21, 2015",5.04
"November 22, 2015",4.03
"November 23, 2015",4.78
"November 24, 2015",4.07
"November 25, 2015",3.91
"November 26, 2015",4.02
"November 27, 2015",3.44
"November 28, 2015",3.62
"November 29, 2015",4.86
"November 30, 2015",7.27
"December 1, 2015",7.15
"December 2, 2015",7.23
"December 3, 2015",7.3
"December 4, 2015",6.37
"December 5, 2015",4.87
"December 6, 2015",4.33
"December 7, 2015",4.08
"December 8, 2015",4.52
"December 9, 2015",4.7
"December 10, 2015",4.72
"December 11, 2015",4.51
"December 12, 2015",3.88
"December 13, 2015",4.2
"December 14, 2015",5.56
"December 15, 2015",2.88
"December 16, 2015",4.85
"December 17, 2015",4.17
"December 18, 2015",4.94
"December 19, 2015",4.26
"December 20, 2015",5.45
"December 21, 2015",3.56
"December 22, 2015",3.5
"December 23, 2015",3.31
"December 24, 2015",4.73
"December 25, 2015",4.19
"December 26, 2015",4.05
"December 27, 2015",3.81
"December 28, 2015",3.29
"December 29, 2015",4.37
"December 30, 2015",3.91
"December 31, 2015",2.8
"January 1, 2016",5.04
"January 2, 2016",4.01
"January 3, 2016",4.08
"January 4, 2016",4.02
"January 5, 2016",3.77
"January 6, 2016",4.22
"January 7, 2016",4.18
"January 8, 2016",3.76
"January 9, 2016",3.96
"January 10, 2016",4.44
"January 11, 2016",3.9
"January 12, 2016",3.96
"January 13, 2016",4.56
"January 14, 2016",4.33
"January 15, 2016",4.38
"January 16, 2016",4.81
"January 17, 2016",4.12
"January 18, 2016",3.73
"January 19, 2016",4.29
"January 20, 2016",4.58
"January 21, 2016",4.82
"January 22, 2016",4.97
"January 23, 2016",4.59
"January 24, 2016",4.02
"January 25, 2016",4.66
"January 26, 2016",5.72
"January 27, 2016",5.36
"January 28, 2016",6.15
"January 29, 2016",5.3
"January 30, 2016",5.07
"January 31, 2016",4.51
"February 1, 2016",4.6
"February 2, 2016",5.06
"February 3, 2016",4.83
"February 4, 2016",5.24
"February 5, 2016",5.41
"February 6, 2016",5.89
"February 7, 2016",4.88
"February 8, 2016",5.57
"February 9, 2016",4.45
"February 10, 2016",6.39
"February 11, 2016",5.86
"February 12, 2016",5.68
"February 13, 2016",5.9
"February 14, 2016",4.87
"February 15, 2016",4.92
"February 16, 2016",5.12
"February 17, 2016",5.45
"February 18, 2016",6.42
"February 19, 2016",6.17
"February 20, 2016",5.48
"February 21, 2016",5.03
"February 22, 2016",6.18
"February 23, 2016",7.75
"February 24, 2016",7.2
"February 25, 2016",5.87
"February 26, 2016",5.61
"February 27, 2016",5.63
"February 28, 2016",4.84
"February 29, 2016",5.13
"March 1, 2016",6.83
"March 2, 2016",7.2
"March 3, 2016",5.34
"March 4, 2016",5.81
"March 5, 2016",5.33
"March 6, 2016",4.99
"March 7, 2016",5.93
"March 8, 2016",6.73
"March 9, 2016",5.27
"March 10, 2016",4.8
"March 11, 2016",6.09
"March 12, 2016",6.41
"March 13, 2016",4.94
"March 14, 2016",6.44
"March 15, 2016",5.85
"March 16, 2016",5.78
"March 17, 2016",4.99
"March 18, 2016",4.91
"March 19, 2016",5.1
"March 20, 2016",5.05
"March 21, 2016",5.7
"March 22, 2016",5.52
"March 23, 2016",4.74
"March 24, 2016",5.34
"March 25, 2016",4.55
"March 26, 2016",3.8
"March 27, 2016",4.93
"March 28, 2016",5.66
"March 29, 2016",7.33
"March 30, 2016",5.96
"March 31, 2016",6.02
"April 1, 2016",4.67
"April 2, 2016",4.07
"April 3, 2016",5.74
"April 4, 2016",5.89
"April 5, 2016",8.54
"April 6, 2016",8.11
"April 7, 2016",6.37
"April 8, 2016",6.27
"April 9, 2016",6.79
"April 10, 2016",6.12
"April 11, 2016",5.55
"April 12, 2016",5.21
"April 13, 2016",8.15
"April 14, 2016",8.71
"April 15, 2016",7.46
"April 16, 2016",4.38
"April 17, 2016",5.37
"April 18, 2016",3.84
"April 19, 2016",6.98
"April 20, 2016",6.52
"April 21, 2016",8.37
"April 22, 2016",7.74
"April 23, 2016",6.75
"April 24, 2016",5.87
"April 25, 2016",7.11
"April 26, 2016",6.5
"April 27, 2016",6.27
"April 28, 2016",5.44
"April 29, 2016",5.4
"April 30, 2016",5.96
"May 1, 2016",5.61
"May 2, 2016",5.6
"May 3, 2016",6.65
"May 4, 2016",7.2
"May 5, 2016",5.15
"May 6, 2016",8.16
"May 7, 2016",7.53
"May 8, 2016",7.17
"May 9, 2016",4.66
"May 10, 2016",6.89
"May 11, 2016",7.12
"May 12, 2016",7.46
"May 13, 2016",7.66
"May 14, 2016",7.74
"May 15, 2016",6.8
"May 16, 2016",6.16
"May 17, 2016",6.21
"May 18, 2016",6.02
"May 19, 2016",7.02
"May 20, 2016",6.95
"May 21, 2016",9.42
"May 22, 2016",10.07
"May 23, 2016",9.42
"May 24, 2016",7.89
"May 25, 2016",8.32
"May 26, 2016",9.5
"May 27, 2016",7.98
"May 28, 2016",8.32
"May 29, 2016",7.97
"May 30, 2016",8.83
"May 31, 2016",10.7
"June 1, 2016",11.6
"June 2, 2016",13.34
"June 3, 2016",12.99
"June 4, 2016",15.12
"June 5, 2016",12.97
"June 6, 2016",13.57
"June 7, 2016",14.09
"June 8, 2016",14.61
"June 9, 2016",15.03
"June 10, 2016",18.05
"June 11, 2016",18.71
"June 12, 2016",16.52
"June 13, 2016",15.67
"June 14, 2016",10.1
"June 15, 2016",12.71
"June 16, 2016",19.08
"June 17, 2016",18.43
"June 18, 2016",18.72
"June 19, 2016",18.15
"June 20, 2016",19
"June 21, 2016",17.74
"June 22, 2016",15.53
"June 23, 2016",17.36
"June 24, 2016",17
"June 25, 2016",16.58
"June 26, 2016",16.78
"June 27, 2016",16.92
"June 28, 2016",17.94
"June 29, 2016",19.52
"June 30, 2016",14.33
"July 1, 2016",14.06
"July 2, 2016",11.15
"July 3, 2016",11.27916
"July 4, 2016",11.62494
"July 5, 2016",14.2137
"July 6, 2016",13.84
"July 7, 2016",19.65
"July 8, 2016",19.78
"July 9, 2016",17.18
"July 10, 2016",18.32
"July 11, 2016",19.53
"July 12, 2016",19.63
"July 13, 2016",19.92
"July 14, 2016",20.11
"July 15, 2016",20.02
"July 16, 2016",19.93
"July 17, 2016",18.15
"July 18, 2016",18.87
"July 19, 2016",16.39
"July 20, 2016",17.52
"July 21, 2016",15.08
"July 22, 2016",20.69
"July 23, 2016",16.29
"July 24, 2016",17.78
"July 25, 2016",17.03
"July 26, 2016",17.05
"July 27, 2016",18.52
"July 28, 2016",19.16
"July 29, 2016",15.08
"July 30, 2016",13.08
"July 31, 2016",20.06
"August 1, 2016",17.28
"August 2, 2016",17.63
"August 3, 2016",17.7
"August 4, 2016",17.36
"August 5, 2016",14.15
"August 6, 2016",14.9
"August 7, 2016",16.15
"August 8, 2016",17.82
"August 9, 2016",15.93
