year,week,39.7333_-105.1833,39.7333_-105.225,39.7333_-105.2667,39.775_-105.1833,39.775_-105.225,39.775_-105.2667
1999,52,0.45999999,0.43500000000000005,0.38,0.49,0.47999999000000004,0.39999998
2000,1,0.3171428514285714,0.29285714,0.27428571285714287,0.3099999957142857,0.3042857085714286,0.2685714242857143
2000,2,0.6371428485714287,0.5999999914285714,0.5514285571428571,0.6471428385714286,0.6357142671428572,0.5771428571428572
2000,3,0.6042857114285713,0.56571428,0.49285713000000003,0.6385714214285715,0.627142842857143,0.5457142671428571
2000,4,0.33571427,0.3099999957142857,0.2757142757142857,0.33142856571428575,0.3257142828571428,0.27285714
2000,5,0.5514285571428571,0.5185714228571429,0.4714285714285714,0.5657142828571429,0.5371428485714286,0.4757142857142857
2000,6,0.5628571271428572,0.5271428499999999,0.4685714157142857,0.5842856928571428,0.5514285628571429,0.4771428542857143
2000,7,0.4857142785714285,0.45428570628571424,0.40142856514285713,0.4971428477142857,0.4657142714285714,0.3985714224285714
2000,8,0.6228571428571428,0.5842857014285714,0.5085714257142857,0.6685714185714285,0.6342857014285714,0.5414285714285715
2000,9,0.6714285657142857,0.6257142742857144,0.5599999971428572,0.7028571357142858,0.6671428414285714,0.5728571357142858
2000,10,0.49571428285714286,0.4599999971428571,0.4214285657142857,0.51285714,0.4842857057142857,0.4299999942857143
2000,11,0.43999998942857144,0.40714284714285714,0.3657142785714286,0.4457142714285714,0.41999999528571424,0.35714285285714287
2000,12,0.5071428514285714,0.4728571257142857,0.41999999,0.5271428514285714,0.49999999100000003,0.42857142857142855
2000,13,0.5185714085714286,0.4871428485714286,0.45142856,0.5257142791428572,0.4999999851428572,0.43142856957142856
2000,14,1.0171428142857144,0.9871428428571428,0.9528571142857143,1.0214285714285716,0.97571428,0.88714285
2000,15,0.9185714085714285,0.8942857142857142,0.844285702857143,0.9671428328571429,0.9242856914285714,0.8428571057142857
2000,16,1.0099999814285714,0.982857137142857,0.9014285671428571,1.098571402857143,1.0514285714285714,0.9499999714285714
2000,17,1.0257142728571427,0.9971428571428572,0.94857142,1.0799999928571429,1.0314285528571427,0.9514285471428572
2000,18,1.4828571142857143,1.4414285428571427,1.35428569,1.5599999285714286,1.5057142857142858,1.3628571142857144
2000,19,0.8914285457142856,0.87,0.8328571314285715,0.9085714114285715,0.8814285485714286,0.7928571428571428
2000,20,1.0371428571428571,1.0157142485714286,0.9742857,1.0557142714285714,1.024285707142857,0.9314285571428572
2000,21,1.4842856999999998,1.45,1.3628571285714286,1.5685714,1.5199999857142856,1.3771428285714287
2000,22,1.6885714142857142,1.6271428428571428,1.5828571285714286,1.6842856857142858,1.6199999428571428,1.5157142714285714
2000,23,2.052857114285714,1.9585713714285713,1.7828571,2.1957142428571426,2.091428542857143,1.837142857142857
2000,24,1.392857085714286,1.3314285514285713,1.2185714142857142,1.4414285514285712,1.3685714,1.1957142685714286
2000,25,1.8371428142857142,1.7528571285714285,1.5785714,1.9414285571428571,1.8485713857142856,1.5985713999999998
2000,26,1.4142856942857145,1.3528571085714287,1.29142856,1.4171428514285715,1.34571428,1.2071428057142857
2000,27,2.331428542857143,2.2185714285714284,2.0085714,2.4757142857142855,2.348571357142857,2.0642857
2000,28,1.9785713857142857,1.8828571285714286,1.7171428285714287,2.1257142714285715,2.014285657142857,1.771428557142857
2000,29,1.6228571385714285,1.5457142285714285,1.5285713571428572,1.6057142714285715,1.5157142714285714,1.4185714142857144
2000,30,2.219999985714286,2.112857114285714,1.9571428142857141,2.361428542857143,2.2371428142857144,2.0042856571428573
2000,31,2.2099999285714285,2.0685714,1.8685714,2.291428542857143,2.1799999857142858,1.8785714285714283
2000,32,2.288571342857143,2.1428571285714284,1.9071428285714287,2.397142842857143,2.2785713857142857,1.9342857
2000,33,1.5685714,1.4485714,1.3114285714285714,1.5885713657142857,1.5014285542857144,1.2514285685714286
2000,34,1.5899999714285715,1.4699999714285714,1.3399999714285715,1.6414285285714285,1.5499999857142857,1.3114285285714284
2000,35,1.2914285571428572,1.2028571214285715,1.0971428471428573,1.3157142571428573,1.2385713942857142,1.0457142714285714
2000,36,1.7299999714285714,1.6485713857142856,1.4899999428571429,1.8471428428571428,1.754285642857143,1.537142842857143
2000,37,2.0628570571428573,1.9742856999999998,1.7785713857142855,2.2157142714285714,2.108571414285714,1.8514285285714287
2000,38,0.749999971,0.702857128,0.6585714252857143,0.72,0.6785713999999999,0.5942857114285715
2000,39,1.1457142428571427,1.0928571228571429,1.0171428571428571,1.198571385714286,1.1328571257142859,1.0257142528571428
2000,40,0.6799999785714286,0.6614285514285714,0.6442857071428572,0.6771428214285714,0.6414285628571428,0.5985714285714285
2000,41,0.8271428428571428,0.7999999914285715,0.7428571371428571,0.8728571171428572,0.8285714242857143,0.7585714228571429
2000,42,0.9157142642857143,0.88714284,0.8228571357142858,0.9599999600000001,0.9128571428571429,0.8257142757142857
2000,43,0.49428571285714284,0.4828571328571429,0.4571428528571429,0.5042857142857143,0.4757142828571429,0.43571428571428567
2000,44,0.5771428485714286,0.5599999914285714,0.5185714285714286,0.60285712,0.5928571314285714,0.5228571371428571
2000,45,0.21142856857142858,0.20142856914285714,0.19428570771428572,0.19714285485714284,0.19428570942857143,0.16571428
2000,46,0.28571427714285713,0.2742857114285714,0.26142856428571426,0.28857142714285716,0.28142856,0.25428570857142857
2000,47,0.4699999914285714,0.45571427428571426,0.42285712857142854,0.48571428,0.4757142742857143,0.4142856971428571
2000,48,0.47285713,0.4642857142857143,0.4257142857142857,0.4942857142857143,0.4885714228571429,0.43428569857142857
2000,49,0.4542857114285714,0.44714285142857146,0.41285714285714287,0.4557142828571428,0.45285714,0.39999998857142854
2000,50,0.2999999871428572,0.29714284428571425,0.2785714257142857,0.3085714185714285,0.3042857071428572,0.2771428557142857
2000,51,0.3671428485714286,0.3614285685714286,0.33714284857142857,0.3914285657142857,0.38714285142857147,0.34428570857142854
2000,52,0.3114285671428571,0.3057142828571429,0.29714285,0.2971428485714286,0.2971428485714286,0.2657142828571429
2001,1,0.5742857057142857,0.55857142,0.5271428485714286,0.5814285628571428,0.5771428542857143,0.5342857014285715
2001,2,0.6085714142857143,0.5928571371428571,0.5299999942857143,0.6614285542857142,0.65571428,0.5885714171428571
2001,3,0.24857142714285715,0.2385714242857143,0.22857142428571428,0.23571427857142857,0.23714285,0.21142856771428573
2001,4,0.31285713571428575,0.3028571314285714,0.29142857,0.28999999428571427,0.29142856142857143,0.26571428142857145
2001,5,0.2657142828571429,0.2671428557142857,0.2528571357142857,0.26714285571428575,0.26571428142857145,0.2471428557142857
2001,6,0.27142856571428575,0.27571427814285715,0.27571428571428575,0.25571428285714287,0.25571428285714287,0.25571427999999996
2001,7,0.3271428542857143,0.33142856857142855,0.32428571342857143,0.31714285285714283,0.3157142785714286,0.32142856571428574
2001,8,0.4114285714285714,0.41571428571428576,0.37999999142857144,0.44714285428571426,0.44428570571428566,0.42999998857142857
2001,9,0.3057142762857143,0.2871428434285714,0.25285713800000004,0.32428570485714286,0.30285713200000003,0.2599999965714286
2001,10,0.47428570714285717,0.43714284800000003,0.38714285228571427,0.5028571342857143,0.46857141814285713,0.39714285285714285
2001,11,0.3357142771428571,0.3099999942857143,0.26999999714285716,0.3471428485714286,0.32142856428571426,0.26714285228571427
2001,12,0.5628571214285715,0.52285714,0.45714285,0.5942857057142856,0.5514285642857143,0.46857142285714287
2001,13,0.47142856,0.4414285685714286,0.3999999942857143,0.48999998571428577,0.4542857057142857,0.3971428485714286
